Archivo;Año;Mes Num;Mes;Concepto;Grupo;Importe;Total Recibo;Pagado;Deuda
5.pdf;2025;5;MAYO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;134,73;134,73;0,00
5.pdf;2025;5;MAYO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;134,73;134,73;0,00
5.pdf;2025;5;MAYO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;134,73;134,73;0,00
6.pdf;2025;6;JUNIO;ACS-Agua Caliente;L.ANT:720,00 L.ACT:725,00=5,00;30,00;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;ADMINISTRACION;ADMINISTRACION;3,53;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;CONSUMO DE AGUA;PRESUPUESTO;0,46;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;128,73;128,73;0,00
7.pdf;2025;7;JULIO;ACS-Agua Caliente;L.ANT:725,00 L.ACT:728,00=3,00;18,00;116,73;116,73;0,00
7.pdf;2025;7;JULIO;ADMINISTRACION;ADMINISTRACION;3,53;116,73;116,73;0,00
7.pdf;2025;7;JULIO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;116,73;116,73;0,00
7.pdf;2025;7;JULIO;CONSUMO DE AGUA;PRESUPUESTO;0,46;116,73;116,73;0,00
7.pdf;2025;7;JULIO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;116,73;116,73;0,00
7.pdf;2025;7;JULIO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;116,73;116,73;0,00
7.pdf;2025;7;JULIO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;116,73;116,73;0,00
7.pdf;2025;7;JULIO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;116,73;116,73;0,00
7.pdf;2025;7;JULIO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;116,73;116,73;0,00
7.pdf;2025;7;JULIO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;116,73;116,73;0,00
7.pdf;2025;7;JULIO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;116,73;116,73;0,00
7.pdf;2025;7;JULIO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;116,73;116,73;0,00
7.pdf;2025;7;JULIO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;116,73;116,73;0,00
7.pdf;2025;7;JULIO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;116,73;116,73;0,00
7.pdf;2025;7;JULIO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;ACS-Agua Caliente;L.ANT:728,00 L.ACT:731,00=3,00;18,00;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;ADMINISTRACION;ADMINISTRACION;3,53;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;CONSUMO DE AGUA;PRESUPUESTO;0,46;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;116,73;116,73;0,00
9.pdf;2025;9;SEPTIEMBRE;ACS-Agua Caliente;L.ANT:731,00 L.ACT:733,00=2,00;12,00;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;ADMINISTRACION;ADMINISTRACION;3,53;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;COMISIONES BANCARIAS;PRESUPUESTO;2,02;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;CONSUMO DE AGUA;PRESUPUESTO;0,46;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;OBRAS Y MEJORAS;PRESUPUESTO;2,32;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;110,73;110,73;0,00
derrama.pdf;2025;;;DERRAMA FONDO CALDERA;DERRAMA FONDO CALDERA;89,79;114,74;114,74;0,00
derrama.pdf;2025;;;DERRAMA FONDO REPARACIONES;DERRAMA FONDO REPARACIONES;24,95;114,74;114,74;0,00
1.pdf;2026;1;ENERO;ACS-Agua Caliente;L.ANT:748,00 L.ACT:754,00=6,00;37,20;234,08;234,08;0,00
1.pdf;2026;1;ENERO;ADMINISTRACION;ADMINISTRACION;3,53;234,08;234,08;0,00
1.pdf;2026;1;ENERO;CALEF.;L.ANT:25694,00;98,15;234,08;234,08;0,00
1.pdf;2026;1;ENERO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;234,08;234,08;0,00
1.pdf;2026;1;ENERO;CONSUMO DE AGUA;PRESUPUESTO;0,46;234,08;234,08;0,00
1.pdf;2026;1;ENERO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;234,08;234,08;0,00
1.pdf;2026;1;ENERO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;234,08;234,08;0,00
1.pdf;2026;1;ENERO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;234,08;234,08;0,00
1.pdf;2026;1;ENERO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;234,08;234,08;0,00
1.pdf;2026;1;ENERO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;234,08;234,08;0,00
1.pdf;2026;1;ENERO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;234,08;234,08;0,00
1.pdf;2026;1;ENERO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;234,08;234,08;0,00
1.pdf;2026;1;ENERO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;234,08;234,08;0,00
1.pdf;2026;1;ENERO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;234,08;234,08;0,00
1.pdf;2026;1;ENERO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;234,08;234,08;0,00
1.pdf;2026;1;ENERO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;234,08;234,08;0,00
2.pdf;2026;2;FEBRERO;ACS-Agua Caliente;L.ANT:754,00 L.ACT:760,00=6,00;37,20;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;ADMINISTRACION;ADMINISTRACION;3,53;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;CALEF.;L.ANT:26421,00;126,77;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;CONSUMO DE AGUA;PRESUPUESTO;0,46;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;262,70;262,70;0,00
